Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
9/2/16,1789.00,1537.00,1.05,2.00,1271.00,169.00,0.00,0.00,531.00
10/2/16,2320.00,4815.00,3.28,1.00,1095.00,300.00,24.00,21.00,1237.00
11/2/16,1714.00,1045.00,0.71,0.00,1307.00,133.00,0.00,0.00,421.00
12/2/16,1881.00,1920.00,1.31,0.00,1244.00,196.00,0.00,0.00,650.00
13/2/16,1823.00,1314.00,0.89,0.00,1248.00,192.00,0.00,0.00,588.00
14/2/16,1955.00,2073.00,1.41,0.00,1203.00,223.00,14.00,0.00,764.00
15/2/16,1809.00,1617.00,1.10,0.00,1267.00,173.00,0.00,0.00,555.00
16/2/16,1750.00,1360.00,0.93,0.00,1289.00,145.00,6.00,0.00,474.00
17/2/16,1850.00,1801.00,1.23,0.00,1242.00,190.00,7.00,1.00,621.00
18/2/16,1773.00,1420.00,0.97,0.00,1276.00,164.00,0.00,0.00,510.00
19/2/16,1782.00,2090.00,1.42,0.00,1294.00,131.00,11.00,4.00,502.00
20/2/16,1708.00,802.00,0.55,0.00,1298.00,136.00,6.00,0.00,424.00
21/2/16,1717.00,831.00,0.57,0.00,1288.00,152.00,0.00,0.00,443.00
22/2/16,1705.00,1049.00,0.71,0.00,1302.00,138.00,0.00,0.00,416.00
23/2/16,1681.00,947.00,0.64,0.00,1317.00,123.00,0.00,0.00,378.00
24/2/16,1816.00,1661.00,1.13,0.00,1260.00,173.00,7.00,0.00,569.00
25/2/16,1641.00,641.00,0.44,0.00,1330.00,110.00,0.00,0.00,324.00
26/2/16,1828.00,2298.00,1.57,1.00,1279.00,153.00,6.00,2.00,562.00
27/2/16,1729.00,838.00,0.57,0.00,1281.00,159.00,0.00,0.00,462.00
28/2/16,1679.00,863.00,0.59,0.00,1303.00,137.00,0.00,0.00,389.00
29/2/16,1673.00,1009.00,0.69,0.00,1317.00,123.00,0.00,0.00,369.00
1/3/16,1726.00,1089.00,0.74,0.00,1295.00,145.00,0.00,0.00,445.00
2/3/16,1753.00,1238.00,0.84,0.00,1284.00,156.00,0.00,0.00,482.00
3/3/16,1656.00,759.00,0.52,0.00,1320.00,120.00,0.00,0.00,350.00
4/3/16,1832.00,2430.00,1.65,0.00,1268.00,161.00,7.00,4.00,577.00
5/3/16,1680.00,880.00,0.60,0.00,1310.00,130.00,0.00,0.00,383.00
6/3/16,1683.00,664.00,0.45,0.00,1301.00,139.00,0.00,0.00,395.00
7/3/16,1663.00,825.00,0.56,1.00,1316.00,124.00,0.00,0.00,360.00
8/3/16,1707.00,966.00,0.66,0.00,1298.00,142.00,0.00,0.00,423.00
9/3/16,1936.00,2385.00,1.62,0.00,1209.00,231.00,0.00,0.00,739.00
10/3/16,1898.00,1814.00,1.24,0.00,1215.00,225.00,0.00,0.00,695.00
11/3/16,1605.00,686.00,0.47,0.00,1346.00,94.00,0.00,0.00,273.00
12/3/16,1716.00,4473.00,3.05,0.00,1284.00,156.00,0.00,0.00,446.00
13/3/16,1703.00,737.00,0.50,0.00,1294.00,146.00,0.00,0.00,422.00
14/3/16,1803.00,1129.00,0.77,0.00,1256.00,184.00,0.00,0.00,560.00
15/3/16,1796.00,1913.00,1.30,0.00,522.00,159.00,4.00,2.00,534.00
16/3/16,1800.00,1227.00,0.84,0.00,1255.00,185.00,0.00,0.00,558.00
17/3/16,1777.00,1664.00,1.13,0.00,1276.00,164.00,0.00,0.00,514.00
18/3/16,1696.00,1028.00,0.70,0.00,1301.00,131.00,8.00,0.00,408.00
19/3/16,1812.00,1204.00,0.82,0.00,1244.00,196.00,0.00,0.00,580.00
20/3/16,1709.00,1384.00,0.94,0.00,1294.00,146.00,0.00,0.00,428.00
21/3/16,1751.00,1108.00,0.75,0.00,1274.00,161.00,5.00,0.00,490.00
22/3/16,1941.00,1589.00,1.08,0.00,1200.00,233.00,7.00,0.00,754.00
23/3/16,1975.00,1991.00,1.36,0.00,1192.00,239.00,3.00,6.00,795.00
24/3/16,1818.00,1904.00,1.30,0.00,1272.00,168.00,0.00,0.00,559.00
25/3/16,1781.00,1608.00,1.10,0.00,1275.00,165.00,0.00,0.00,520.00
26/3/16,1854.00,1140.00,0.78,0.00,1234.00,206.00,0.00,0.00,633.00
27/3/16,1743.00,1011.00,0.69,0.00,1294.00,146.00,0.00,0.00,463.00
28/3/16,1900.00,654.00,0.45,2.00,1184.00,256.00,0.00,0.00,728.00
29/3/16,1693.00,775.00,0.53,0.00,1304.00,136.00,0.00,0.00,402.00
30/3/16,1731.00,1580.00,1.08,0.00,1300.00,140.00,0.00,0.00,445.00
31/3/16,1882.00,2039.00,1.39,0.00,1232.00,200.00,8.00,0.00,663.00
1/4/16,1836.00,1105.00,0.75,1.00,1230.00,210.00,0.00,0.00,619.00
2/4/16,1890.00,1991.00,1.36,0.00,826.00,203.00,7.00,0.00,673.00
3/4/16,1948.00,1661.00,1.13,0.00,674.00,209.00,0.00,0.00,659.00
4/4/16,1663.00,629.00,0.43,0.00,1319.00,121.00,0.00,0.00,357.00
5/4/16,1858.00,2322.00,1.58,13.00,1216.00,224.00,0.00,0.00,655.00
6/4/16,1849.00,887.00,0.60,0.00,1225.00,215.00,0.00,0.00,636.00
7/4/16,1710.00,778.00,0.53,0.00,1298.00,142.00,0.00,0.00,425.00
8/4/16,1689.00,681.00,0.46,0.00,1297.00,143.00,0.00,0.00,406.00
9/4/16,1709.00,1244.00,0.85,0.00,1307.00,133.00,0.00,0.00,415.00
10/4/16,1932.00,1034.00,0.70,0.00,1169.00,271.00,0.00,0.00,775.00
11/4/16,1890.00,719.00,0.49,0.00,1180.00,260.00,0.00,0.00,722.00
12/4/16,1949.00,2307.00,1.57,2.00,1194.00,246.00,0.00,0.00,767.00
13/4/16,1840.00,1878.00,1.28,3.00,1246.00,185.00,5.00,4.00,607.00
14/4/16,1975.00,1344.00,0.92,0.00,1168.00,266.00,6.00,0.00,819.00
15/4/16,1723.00,1219.00,0.83,0.00,1299.00,141.00,0.00,0.00,438.00
16/4/16,1778.00,1319.00,0.90,0.00,1268.00,172.00,0.00,0.00,523.00
17/4/16,1801.00,1418.00,0.97,1.00,1256.00,184.00,0.00,0.00,558.00
18/4/16,1736.00,1446.00,0.98,0.00,1298.00,142.00,0.00,0.00,451.00
19/4/16,1925.00,2493.00,1.70,2.00,1217.00,211.00,8.00,4.00,720.00
20/4/16,1962.00,1641.00,1.12,0.00,1178.00,254.00,8.00,0.00,796.00
21/4/16,1820.00,1093.00,0.74,0.00,1242.00,198.00,0.00,0.00,591.00
22/4/16,1818.00,1333.00,0.91,0.00,1251.00,189.00,0.00,0.00,580.00
23/4/16,1959.00,2293.00,1.56,3.00,1167.00,265.00,7.00,1.00,804.00
24/4/16,1627.00,783.00,0.53,0.00,1335.00,105.00,0.00,0.00,306.00
25/4/16,1871.00,1553.00,1.06,0.00,1232.00,208.00,0.00,0.00,652.00
26/4/16,1853.00,2361.00,1.61,3.00,1257.00,173.00,10.00,0.00,609.00
27/4/16,1728.00,1339.00,0.91,0.00,1303.00,137.00,0.00,0.00,438.00
28/4/16,1899.00,1495.00,1.02,2.00,1207.00,227.00,6.00,0.00,704.00
29/4/16,1558.00,380.00,0.26,3.00,1351.00,89.00,0.00,0.00,220.00
30/4/16,1447.00,73.00,0.05,2.00,1425.00,15.00,0.00,0.00,37.00
1/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
2/5/16,1515.00,1074.00,0.78,3.00,1396.00,44.00,0.00,0.00,134.00
3/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
4/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
5/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
6/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
7/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
8/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
9/5/16,1425.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
