Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
26/3/16,1649.00,11368.00,7.12,0.00,1045.00,341.00,40.00,14.00,914.00
27/3/16,1530.00,8861.00,5.51,0.00,1139.00,258.00,26.00,17.00,702.00
28/3/16,1726.00,12274.00,7.65,0.00,1031.00,352.00,38.00,19.00,958.00
29/3/16,1360.00,6195.00,3.84,0.00,1205.00,225.00,7.00,3.00,512.00
30/3/16,1301.00,6239.00,3.87,0.00,1256.00,163.00,17.00,4.00,417.00
31/3/16,1256.00,4173.00,2.59,0.00,1284.00,147.00,7.00,2.00,352.00
1/4/16,1267.00,6143.00,3.81,0.00,1280.00,160.00,0.00,0.00,364.00
2/4/16,1309.00,7301.00,4.53,0.00,1255.00,185.00,0.00,0.00,426.00
3/4/16,1145.00,3540.00,2.57,0.00,1350.00,90.00,0.00,0.00,195.00
4/4/16,1184.00,3572.00,2.21,0.00,1357.00,58.00,14.00,11.00,229.00
5/4/16,1081.00,1188.00,0.74,0.00,1399.00,41.00,0.00,0.00,96.00
6/4/16,1375.00,7127.00,4.42,0.00,1237.00,170.00,32.00,1.00,505.00
7/4/16,1190.00,2859.00,1.77,0.00,1322.00,105.00,8.00,5.00,259.00
8/4/16,1278.00,4957.00,3.08,0.00,1261.00,179.00,0.00,0.00,391.00
9/4/16,1262.00,3999.00,2.48,0.00,1270.00,170.00,0.00,0.00,368.00
10/4/16,1302.00,6232.00,3.86,0.00,1262.00,166.00,12.00,0.00,413.00
11/4/16,1387.00,7322.00,4.54,0.00,1237.00,159.00,31.00,13.00,516.00
12/4/16,1307.00,5078.00,3.15,0.00,1254.00,161.00,15.00,10.00,424.00
13/4/16,1224.00,4347.00,2.70,0.00,1288.00,152.00,0.00,0.00,317.00
14/4/16,1579.00,10636.00,6.71,0.00,1119.00,272.00,31.00,18.00,791.00
15/4/16,1533.00,6774.00,4.20,0.00,1137.00,294.00,8.00,1.00,648.00
16/4/16,1584.00,10323.00,6.43,0.00,1092.00,299.00,40.00,9.00,810.00
17/4/16,1582.00,9258.00,5.76,0.00,1138.00,277.00,17.00,8.00,714.00
18/4/16,1551.00,8419.00,5.23,0.00,1077.00,352.00,11.00,0.00,780.00
19/4/16,1481.00,7399.00,4.59,0.00,1152.00,271.00,6.00,11.00,641.00
20/4/16,1498.00,7478.00,4.65,0.00,1148.00,281.00,8.00,3.00,651.00
21/4/16,1605.00,9332.00,5.79,0.00,1079.00,339.00,22.00,0.00,801.00
22/4/16,1515.00,6463.00,4.03,0.00,1117.00,323.00,0.00,0.00,670.00
23/4/16,1520.00,8553.00,5.31,0.00,1143.00,264.00,27.00,6.00,682.00
24/4/16,1476.00,7235.00,4.49,0.00,1136.00,304.00,0.00,0.00,656.00
25/4/16,1586.00,10277.00,6.38,0.00,1097.00,301.00,21.00,21.00,807.00
26/4/16,1445.00,5809.00,3.63,0.00,1143.00,297.00,0.00,0.00,607.00
27/4/16,1557.00,8885.00,5.51,0.00,1088.00,331.00,14.00,7.00,778.00
28/4/16,1590.00,9441.00,5.86,0.00,1063.00,377.00,0.00,0.00,830.00
29/4/16,1567.00,9159.00,5.68,0.00,1077.00,331.00,32.00,0.00,801.00
30/4/16,1636.00,10446.00,6.52,0.00,1055.00,361.00,23.00,1.00,864.00
1/5/16,1656.00,10215.00,6.35,0.00,1020.00,420.00,0.00,0.00,914.00
2/5/16,1391.00,6098.00,3.78,0.00,1187.00,253.00,0.00,0.00,546.00
3/5/16,1531.00,9567.00,5.94,0.00,1150.00,262.00,27.00,1.00,700.00
4/5/16,1348.00,5887.00,3.66,0.00,1227.00,213.00,0.00,0.00,481.00
5/5/16,1505.00,7769.00,4.82,0.00,1150.00,284.00,6.00,0.00,648.00
6/5/16,1638.00,10907.00,6.78,0.00,1062.00,322.00,44.00,12.00,875.00
7/5/16,1548.00,9647.00,5.99,0.00,1135.00,266.00,23.00,16.00,728.00
8/5/16,1421.00,6238.00,3.88,0.00,1186.00,238.00,9.00,7.00,555.00
9/5/16,1596.00,9323.00,5.79,0.00,1069.00,350.00,21.00,0.00,816.00
10/5/16,1581.00,9870.00,6.14,0.00,1104.00,297.00,30.00,9.00,781.00
11/5/16,1786.00,11066.00,6.90,0.00,982.00,448.00,6.00,4.00,992.00
12/5/16,1707.00,12031.00,7.46,0.00,1061.00,340.00,29.00,10.00,872.00
13/5/16,1600.00,8950.00,5.55,0.00,1440.00,0.00,0.00,0.00,0.00
14/5/16,1354.00,4386.00,2.73,0.00,1319.00,121.00,0.00,0.00,241.00
15/5/16,1581.00,8804.00,5.48,0.00,1057.00,369.00,5.00,9.00,825.00
16/5/16,1679.00,11861.00,7.38,0.00,1072.00,307.00,46.00,15.00,885.00
17/5/16,1580.00,9007.00,5.59,0.00,1123.00,291.00,14.00,12.00,733.00
18/5/16,1543.00,7378.00,4.58,0.00,1158.00,251.00,20.00,11.00,633.00
19/5/16,1580.00,9209.00,5.74,0.00,1094.00,327.00,11.00,8.00,778.00
20/5/16,1577.00,9775.00,6.10,0.00,1100.00,291.00,43.00,6.00,782.00
21/5/16,1479.00,8250.00,5.12,0.00,1155.00,245.00,33.00,7.00,661.00
22/5/16,1555.00,9072.00,5.63,0.00,1095.00,336.00,9.00,0.00,768.00
23/5/16,1574.00,9185.00,5.71,0.00,1101.00,305.00,14.00,20.00,771.00
24/5/16,1547.00,9130.00,5.66,0.00,1095.00,318.00,19.00,8.00,776.00
25/5/16,1512.00,6763.00,4.19,0.00,1192.00,235.00,2.00,11.00,570.00
26/5/16,1428.00,6801.00,4.22,0.00,1179.00,254.00,5.00,2.00,578.00
27/5/16,1544.00,8820.00,5.48,0.00,1148.00,276.00,9.00,7.00,688.00
28/5/16,1314.00,4119.00,2.56,0.00,1246.00,194.00,0.00,0.00,406.00
29/5/16,1612.00,10536.00,6.54,0.00,1089.00,331.00,0.00,20.00,830.00
30/5/16,1421.00,7634.00,4.74,0.00,1196.00,233.00,5.00,6.00,579.00
31/5/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
1/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
2/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
3/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
4/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
5/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
6/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
7/6/16,1014.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
8/6/16,1200.00,1458.00,0.90,0.00,1325.00,108.00,7.00,0.00,267.00
9/6/16,2137.00,11249.00,6.97,1.00,837.00,472.00,93.00,38.00,1548.00
10/6/16,2127.00,10871.00,6.74,1.00,869.00,466.00,80.00,25.00,1515.00
11/6/16,2010.00,11367.00,7.05,7.00,1016.00,273.00,75.00,76.00,1295.00
12/6/16,1809.00,8732.00,5.41,7.00,1096.00,219.00,74.00,51.00,1033.00
13/6/16,1977.00,8808.00,5.46,0.00,945.00,433.00,38.00,24.00,1307.00
14/6/16,1725.00,9359.00,5.80,2.00,993.00,398.00,30.00,19.00,1021.00
15/6/16,2050.00,9968.00,6.18,3.00,920.00,427.00,48.00,45.00,1397.00
16/6/16,2075.00,11416.00,7.08,1.00,930.00,389.00,81.00,40.00,1415.00
17/6/16,2148.00,12604.00,7.81,8.00,944.00,351.00,65.00,80.00,1478.00
18/6/16,1833.00,7486.00,4.64,0.00,1001.00,328.00,90.00,21.00,1122.00
19/6/16,1905.00,8271.00,5.13,1.00,981.00,390.00,52.00,17.00,1209.00
20/6/16,2069.00,10357.00,6.44,2.00,913.00,370.00,118.00,39.00,1421.00
21/6/16,1797.00,7129.00,4.42,1.00,1022.00,340.00,62.00,16.00,1072.00
22/6/16,2333.00,12847.00,7.97,2.00,830.00,489.00,71.00,50.00,1744.00
23/6/16,2023.00,8660.00,5.37,3.00,911.00,436.00,74.00,19.00,1376.00
24/6/16,1966.00,9047.00,5.61,2.00,959.00,365.00,96.00,20.00,1285.00
25/6/16,2028.00,11279.00,6.99,0.00,951.00,389.00,45.00,55.00,1352.00
26/6/16,2183.00,13339.00,8.27,6.00,957.00,296.00,94.00,93.00,1503.00
27/6/16,1910.00,8232.00,5.10,1.00,968.00,382.00,64.00,26.00,1222.00
28/6/16,2275.00,14774.00,9.16,1.00,931.00,351.00,65.00,93.00,1613.00
29/6/16,1922.00,8705.00,5.40,1.00,957.00,381.00,75.00,27.00,1243.00
30/6/16,2015.00,11443.00,7.09,2.00,1440.00,0.00,0.00,0.00,0.00
1/7/16,1902.00,8178.00,5.07,0.00,1440.00,0.00,0.00,0.00,0.00
2/7/16,2278.00,14185.00,8.79,1.00,1440.00,0.00,0.00,0.00,0.00
3/7/16,2006.00,10715.00,6.64,2.00,1440.00,0.00,0.00,0.00,0.00
4/7/16,2531.00,15582.00,9.66,3.00,1440.00,0.00,0.00,0.00,0.00
5/7/16,2108.00,11167.00,6.92,1.00,1440.00,0.00,0.00,0.00,0.00
6/7/16,2232.00,12178.00,7.55,5.00,1440.00,0.00,0.00,0.00,0.00
7/7/16,1966.00,8654.00,5.37,0.00,1440.00,0.00,0.00,0.00,0.00
8/7/16,1850.00,9678.00,6.00,0.00,1440.00,0.00,0.00,0.00,0.00
9/7/16,2045.00,11622.00,7.21,0.00,1440.00,0.00,0.00,0.00,0.00
10/7/16,2195.00,13455.00,8.34,4.00,1440.00,0.00,0.00,0.00,0.00
11/7/16,1864.00,8016.00,4.97,5.00,1440.00,0.00,0.00,0.00,0.00
12/7/16,2132.00,12230.00,7.58,3.00,1067.00,288.00,57.00,28.00,1025.00
13/7/16,2093.00,11081.00,6.87,29.00,941.00,367.00,83.00,49.00,1425.00
14/7/16,1933.00,9050.00,5.61,0.00,968.00,377.00,64.00,31.00,1246.00
15/7/16,2105.00,13082.00,8.11,0.00,973.00,299.00,93.00,75.00,1414.00
16/7/16,1957.00,9749.00,6.04,4.00,988.00,307.00,106.00,39.00,1255.00
17/7/16,1923.00,8408.00,5.21,1.00,968.00,376.00,78.00,18.00,1235.00
18/7/16,1656.00,6717.00,4.16,0.00,1116.00,268.00,27.00,29.00,864.00
19/7/16,2074.00,11025.00,6.84,3.00,965.00,300.00,121.00,54.00,1388.00
20/7/16,1805.00,8454.00,5.24,0.00,1015.00,359.00,50.00,16.00,1084.00
21/7/16,2106.00,10872.00,6.74,1.00,905.00,394.00,101.00,40.00,1463.00
22/7/16,2011.00,9010.00,5.59,2.00,922.00,392.00,107.00,19.00,1356.00
23/7/16,1846.00,7717.00,4.78,6.00,1013.00,361.00,49.00,17.00,1126.00
24/7/16,1953.00,10757.00,6.71,7.00,1025.00,303.00,48.00,64.00,1224.00
25/7/16,2153.00,11438.00,7.09,5.00,884.00,382.00,138.00,36.00,1525.00
26/7/16,1936.00,9751.00,6.08,1.00,986.00,351.00,75.00,28.00,1235.00
27/7/16,2152.00,13193.00,8.18,6.00,958.00,310.00,96.00,76.00,1472.00
28/7/16,1665.00,5645.00,3.50,0.00,1076.00,320.00,35.00,9.00,900.00
29/7/16,2085.00,10322.00,6.40,0.00,878.00,514.00,38.00,10.00,1461.00
30/7/16,2090.00,10963.00,6.80,2.00,929.00,398.00,79.00,34.00,1430.00
31/7/16,1929.00,9622.00,5.97,4.00,1011.00,356.00,32.00,41.00,1210.00
1/8/16,1723.00,7156.00,4.44,0.00,1086.00,281.00,51.00,22.00,952.00
2/8/16,1927.00,8284.00,5.14,0.00,962.00,366.00,101.00,11.00,1244.00
3/8/16,2100.00,11591.00,7.19,5.00,945.00,356.00,73.00,66.00,1427.00
4/8/16,1843.00,8990.00,5.57,1.00,1045.00,318.00,48.00,29.00,1100.00
5/8/16,2066.00,10706.00,6.64,2.00,956.00,392.00,39.00,53.00,1386.00
6/8/16,1406.00,3667.00,2.27,1.00,1242.00,177.00,13.00,8.00,524.00
7/8/16,1755.00,7293.00,4.56,1.00,1071.00,309.00,45.00,15.00,994.00
8/8/16,2283.00,13116.00,8.13,3.00,848.00,426.00,91.00,75.00,1680.00
9/8/16,2124.00,11484.00,7.12,2.00,975.00,321.00,81.00,63.00,1431.00
10/8/16,2214.00,11800.00,7.32,0.00,890.00,380.00,111.00,59.00,1581.00
11/8/16,2159.00,12150.00,7.53,1.00,945.00,348.00,80.00,67.00,1488.00
12/8/16,2413.00,14358.00,8.90,5.00,823.00,418.00,92.00,107.00,1828.00
13/8/16,2123.00,10070.00,6.24,3.00,888.00,447.00,80.00,25.00,1491.00
14/8/16,2113.00,11724.00,7.27,5.00,965.00,317.00,91.00,67.00,1427.00
15/8/16,1883.00,8317.00,5.23,0.00,990.00,393.00,41.00,16.00,1179.00
16/8/16,2072.00,10503.00,6.51,7.00,914.00,400.00,79.00,47.00,1422.00
