Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
22/2/16,1069.00,849.00,0.54,0.00,1401.00,39.00,0.00,0.00,83.00
23/2/16,1303.00,4091.00,2.55,0.00,1280.00,145.00,15.00,0.00,354.00
24/2/16,1278.00,3808.00,2.36,0.00,1283.00,157.00,0.00,0.00,343.00
25/2/16,1294.00,4368.00,2.72,0.00,1271.00,158.00,11.00,0.00,373.00
26/2/16,1225.00,3645.00,2.26,0.00,1310.00,130.00,0.00,0.00,300.00
27/2/16,1128.00,1451.00,0.90,0.00,1364.00,76.00,0.00,0.00,156.00
28/2/16,1243.00,2710.00,1.69,0.00,1340.00,100.00,0.00,0.00,227.00
29/2/16,1244.00,3488.00,2.19,0.00,1290.00,150.00,0.00,0.00,321.00
1/3/16,1391.00,5993.00,3.72,0.00,1186.00,243.00,10.00,1.00,541.00
2/3/16,1523.00,6890.00,4.28,0.00,1079.00,361.00,0.00,0.00,735.00
3/3/16,1489.00,7646.00,4.76,0.00,1154.00,267.00,12.00,7.00,644.00
4/3/16,1496.00,7828.00,4.88,0.00,1127.00,294.00,19.00,0.00,681.00
5/3/16,1461.00,7214.00,4.47,0.00,1156.00,256.00,22.00,6.00,626.00
6/3/16,1526.00,8381.00,5.24,0.00,1108.00,298.00,30.00,4.00,729.00
7/3/16,1606.00,9627.00,5.98,0.00,1058.00,353.00,27.00,2.00,840.00
8/3/16,1363.00,5772.00,3.59,0.00,1226.00,194.00,14.00,6.00,484.00
9/3/16,1624.00,9962.00,6.20,0.00,1097.00,313.00,28.00,2.00,790.00
10/3/16,1686.00,11333.00,7.04,0.00,1035.00,357.00,47.00,1.00,921.00
11/3/16,1559.00,9811.00,6.10,0.00,1115.00,277.00,36.00,12.00,761.00
12/3/16,1571.00,9266.00,5.76,0.00,1106.00,301.00,29.00,4.00,758.00
13/3/16,1609.00,10673.00,6.68,0.00,1070.00,337.00,31.00,2.00,850.00
14/3/16,1731.00,12494.00,7.75,0.00,1032.00,338.00,57.00,13.00,960.00
15/3/16,1463.00,7733.00,4.80,0.00,1147.00,285.00,8.00,0.00,650.00
16/3/16,1664.00,10036.00,6.24,0.00,1074.00,327.00,29.00,10.00,830.00
17/3/16,1608.00,9704.00,6.04,0.00,1077.00,337.00,22.00,4.00,817.00
18/3/16,1744.00,12545.00,7.79,0.00,986.00,402.00,40.00,12.00,1033.00
19/3/16,1519.00,9369.00,5.82,0.00,1136.00,265.00,30.00,9.00,717.00
20/3/16,1480.00,7900.00,4.92,0.00,1149.00,261.00,22.00,8.00,661.00
21/3/16,1499.00,7710.00,4.78,0.00,1106.00,310.00,19.00,5.00,720.00
22/3/16,1504.00,7297.00,4.53,0.00,1155.00,258.00,22.00,5.00,634.00
23/3/16,1622.00,9532.00,5.94,0.00,1049.00,358.00,29.00,4.00,850.00
24/3/16,1588.00,9391.00,5.84,0.00,1058.00,356.00,25.00,1.00,835.00
25/3/16,1688.00,11848.00,7.36,0.00,1062.00,328.00,37.00,13.00,901.00
