Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
31/1/17,2918.00,4900.00,3.96,8.00,1216.00,212.00,12.00,0.00,1122.00
1/2/17,3374.00,8503.00,6.88,16.00,1081.00,346.00,12.00,1.00,1777.00
2/2/17,2319.00,1179.00,0.95,0.00,1384.00,56.00,0.00,0.00,274.00
3/2/17,3014.00,6292.00,5.09,11.00,1169.00,253.00,15.00,3.00,1287.00
4/2/17,3020.00,7092.00,5.74,6.00,1262.00,97.00,48.00,33.00,1155.00
5/2/17,2359.00,2583.00,2.09,1.00,1399.00,12.00,17.00,12.00,293.00
6/2/17,3190.00,7747.00,6.27,10.00,1107.00,323.00,9.00,1.00,1555.00
7/2/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
8/2/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
9/2/17,2133.00,6.00,0.00,0.00,1438.00,2.00,0.00,0.00,9.00
10/2/17,2590.00,2989.00,2.42,6.00,1246.00,194.00,0.00,0.00,750.00
11/2/17,2353.00,2190.00,1.77,0.00,1382.00,50.00,8.00,0.00,312.00
12/2/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
13/2/17,3126.00,6738.00,5.45,8.00,1135.00,305.00,0.00,0.00,1449.00
14/2/17,3049.00,7763.00,6.28,6.00,1100.00,340.00,0.00,0.00,1424.00
15/2/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
16/2/17,2136.00,17.00,0.01,0.00,1437.00,3.00,0.00,0.00,13.00
17/2/17,3303.00,7939.00,6.42,8.00,1123.00,286.00,25.00,6.00,1644.00
18/2/17,2532.00,3077.00,2.49,0.00,1313.00,127.00,0.00,0.00,592.00
19/2/17,2450.00,3598.00,2.91,2.00,1385.00,14.00,24.00,17.00,403.00
20/2/17,3112.00,7388.00,5.98,8.00,1109.00,326.00,5.00,0.00,1473.00
21/2/17,2816.00,5923.00,4.79,14.00,1155.00,285.00,0.00,0.00,1109.00
22/2/17,2945.00,5495.00,4.45,6.00,1162.00,269.00,9.00,0.00,1228.00
23/2/17,2850.00,3550.00,2.87,5.00,1220.00,210.00,7.00,3.00,1047.00
24/2/17,3122.00,6981.00,5.65,7.00,1138.00,285.00,13.00,4.00,1440.00
25/2/17,2692.00,5427.00,4.39,3.00,1325.00,86.00,14.00,15.00,735.00
26/2/17,2133.00,8.00,0.01,0.00,1438.00,2.00,0.00,0.00,9.00
27/2/17,2818.00,6167.00,4.99,8.00,1156.00,284.00,0.00,0.00,1110.00
28/2/17,3098.00,7766.00,6.28,15.00,1115.00,317.00,8.00,0.00,1452.00
1/3/17,3825.00,11406.00,9.23,6.00,1035.00,315.00,79.00,11.00,2295.00
2/3/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
3/3/17,3177.00,6550.00,5.30,6.00,1136.00,296.00,8.00,0.00,1499.00
4/3/17,2521.00,3086.00,2.50,1.00,1324.00,116.00,0.00,0.00,565.00
5/3/17,2250.00,784.00,0.63,0.00,1406.00,34.00,0.00,0.00,174.00
6/3/17,3617.00,9337.00,7.55,12.00,1083.00,288.00,57.00,12.00,2017.00
7/3/17,3306.00,7847.00,6.35,12.00,1132.00,278.00,23.00,7.00,1634.00
8/3/17,3343.00,8188.00,6.62,10.00,1146.00,238.00,45.00,11.00,1650.00
9/3/17,2609.00,2721.00,2.20,5.00,1305.00,126.00,9.00,0.00,680.00
10/3/17,3074.00,5712.00,4.62,6.00,1190.00,228.00,18.00,4.00,1316.00
11/3/17,2833.00,6220.00,5.03,2.00,1300.00,91.00,25.00,24.00,912.00
12/3/17,2419.00,2683.00,2.17,2.00,1359.00,71.00,10.00,0.00,412.00
13/3/17,3107.00,6689.00,5.41,5.00,1212.00,179.00,44.00,5.00,1316.00
14/3/17,3633.00,9664.00,7.82,6.00,1055.00,326.00,48.00,11.00,2074.00
15/3/17,3629.00,9276.00,7.50,10.00,1074.00,264.00,92.00,10.00,2042.00
16/3/17,2824.00,4912.00,3.97,18.00,1246.00,194.00,0.00,0.00,983.00
17/3/17,3424.00,11002.00,8.90,19.00,1094.00,245.00,90.00,11.00,1808.00
18/3/17,2432.00,1547.00,1.25,0.00,1313.00,127.00,0.00,0.00,491.00
19/3/17,3132.00,7341.00,5.94,5.00,1148.00,258.00,25.00,9.00,1436.00
20/3/17,3417.00,10937.00,8.85,25.00,999.00,419.00,19.00,3.00,1942.00
21/3/17,2179.00,214.00,0.17,0.00,1422.00,18.00,0.00,0.00,78.00
22/3/17,3707.00,11709.00,9.47,8.00,987.00,377.00,63.00,13.00,2249.00
23/3/17,2655.00,3786.00,3.06,6.00,1246.00,194.00,0.00,0.00,814.00
24/3/17,2577.00,2670.00,2.16,4.00,1310.00,130.00,0.00,0.00,642.00
25/3/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
26/3/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
27/3/17,2127.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
28/3/17,2128.00,0.00,0.00,0.00,1440.00,0.00,0.00,0.00,0.00
29/3/17,3631.00,10561.00,8.54,26.00,1095.00,234.00,88.00,23.00,2013.00
30/3/17,2256.00,205.00,0.17,1.00,1382.00,58.00,0.00,0.00,213.00
31/3/17,3523.00,8542.00,6.91,6.00,1085.00,307.00,42.00,6.00,1919.00
1/4/17,2872.00,4016.00,3.25,0.00,1239.00,159.00,38.00,4.00,1040.00
2/4/17,2147.00,112.00,0.09,1.00,1435.00,5.00,0.00,0.00,25.00
3/4/17,3271.00,6898.00,5.58,5.00,1158.00,241.00,36.00,5.00,1559.00
4/4/17,3269.00,6898.00,5.58,5.00,1283.00,148.00,7.00,2.00,844.00
5/4/17,3250.00,7269.00,5.88,8.00,1179.00,187.00,65.00,9.00,1507.00
6/4/17,3250.00,7269.00,5.88,8.00,1197.00,228.00,9.00,6.00,1295.00
7/4/17,3330.00,6604.00,5.34,14.00,1094.00,318.00,24.00,4.00,1713.00
8/4/17,3451.00,8722.00,7.06,14.00,1078.00,335.00,13.00,14.00,1857.00
9/4/17,3451.00,8722.00,7.06,7.00,1294.00,113.00,16.00,17.00,847.00
10/4/17,2760.00,5033.00,4.07,7.00,1440.00,0.00,0.00,0.00,0.00
